main_units_tables	36
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
	0	melee_cavalry	2	false	wh_dlc07_brt_cav_grail_guardians_0	80	2	1220	wh_main_shp_transport	1	1	40	0	1220			wh_dlc07_brt_cav_grail_guardians_0	244	very_heavy		false	false	0	12010	true		wh_main_vo_culture_Bretonnian	cavalry	cavalry	4	false	emp_reiksguard		false	true		1220.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Knight	0	true	false	6	false	false	
	-1	melee_cavalry	1	false	wh_dlc07_brt_cav_knights_errant_0	120	0	910	wh_main_shp_transport	1	1	60	0	910			wh_dlc07_brt_cav_knights_errant_0	182	very_heavy		false	false	0	12033	true		wh_main_vo_culture_Bretonnian	shock_cavalry	shock_cavalry	2	false	emp_reiksguard		false	true		910.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Knight	0	true	false	6	false	false	
	0	melee_cavalry	2	false	wh_dlc07_brt_cav_questing_knights_0	120	3	1300	wh_main_shp_transport	1	1	60	0	1300			wh_dlc07_brt_cav_questing_knights_0	260	very_heavy		false	false	0	12037	true		wh_main_vo_culture_Bretonnian	cavalry	cavalry	4	false	emp_reiksguard		false	true		1300.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Knight	0	true	false	6	false	false	
	0	monstrous_cavalry	3	false	wh_dlc07_brt_cav_royal_hippogryph_knights_0	8	1	3200	wh_main_shp_transport	1	1	4	0	3200			wh_dlc07_brt_cav_royal_hippogryph_knights_0	640	very_heavy		false	false	0	12743	true		wh_main_vo_culture_Bretonnian	flying_monstrous_cavalry	flying_monstrous_cavalry	5	true	emp_reiksguard		false	true	composite_scene/porthole/hippogryph_knights_porthole_01.csc	3200.0	0.0	true	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Knight	0	true	true	2	false	false	
	0	monstrous_cavalry	3	false	wh_dlc07_brt_cav_royal_pegasus_knights_0	24	1	1610	wh_main_brt_shp_buccaneer	1	1	12	0	1610			wh_dlc07_brt_cav_royal_pegasus_knights_0	322	very_heavy		false	false	0	12599	true		wh_main_vo_culture_Bretonnian	cavalry_flying_rare	cavalry_flying_rare	5	true	emp_reiksguard		false	true	composite_scene/porthole/pegasus_riders_porthole_01.csc	1610.0	0.0	false	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Knight	0	true	false	3	false	false	
	-1	lord	1	false	wh_dlc07_brt_cha_alberic_bordeleaux_0	1	0	1040	wh_main_shp_transport	1	1	1	0	1040			wh_dlc07_brt_cha_alberic_bordeleaux_0	208	medium		false	false	0	12721	false		wh_main_vo_culture_Bretonnian	wh2_dlc09_lord_infantry_spear	wh2_dlc09_lord_infantry_spear	0	true	emp_general_foot		true	false		1040.0	0.0	false	vo_culture_None	true	wh_dlc07_vo_actor_Bretonnian_Alberic	0	true	false	0	false	false	
	-1	lord	1	false	wh_dlc07_brt_cha_alberic_bordeleaux_1	1	0	1230	wh_main_shp_transport	1	1	1	0	1230			wh_dlc07_brt_cha_alberic_bordeleaux_1	246	medium		false	false	0	12726	false		wh_main_vo_culture_Bretonnian	lord_cavalry	lord_cavalry	0	true	emp_general_foot	wh_main_cam_mnt_brt_barded_warhorse_faction_colours	true	false		1230.0	0.0	false	vo_culture_None	true	wh_dlc07_vo_actor_Bretonnian_Alberic	0	true	false	0	false	false	
	-1	lord	1	false	wh_dlc07_brt_cha_alberic_bordeleaux_2	1	0	1400	wh_main_shp_transport	1	1	1	0	1400			wh_dlc07_brt_cha_alberic_bordeleaux_2	280	medium		false	false	0	12736	false		wh_main_vo_culture_Bretonnian	lord_cavalry_flying	lord_cavalry_flying	0	true	emp_general_foot	wh_main_cam_mnt_brt_royal_pegasus_faction_colours	true	false		1400.0	0.0	false	vo_culture_None	true	wh_dlc07_vo_actor_Bretonnian_Alberic	0	true	false	0	false	false	
	-1	lord	1	false	wh_dlc07_brt_cha_alberic_bordeleaux_3	1	0	2640	wh_main_shp_transport	1	1	1	0	2640			wh_dlc07_brt_cha_alberic_bordeleaux_3	528	medium		false	false	0	12742	false		wh_main_vo_culture_Bretonnian	lord_dragon	lord_dragon	0	true	emp_general_foot	wh_main_cam_mnt_brt_hippogryph_faction_colours	true	false		2640.0	0.0	true	vo_culture_None	true	wh_dlc07_vo_actor_Bretonnian_Alberic	0	true	false	0	false	false	
	-1	hero	1	false	wh_dlc07_brt_cha_damsel_beasts_0	1	0	200	wh_main_shp_transport	1	1	1	0	200			wh_dlc07_brt_cha_damsel_beasts_0	150	light		false	false	0	12753	false		wh_main_vo_culture_Bretonnian	wizard_beasts	wizard_beasts	0	true	emp_general_foot		true	false		40.0	160.0	false	vo_culture_None	true	wh_dlc03_vo_actor_Bretonnian_Damsel	0	true	false	3	false	false	
	-1	hero	1	false	wh_dlc07_brt_cha_damsel_beasts_1	1	0	300	wh_main_shp_transport	1	1	1	0	300			wh_dlc07_brt_cha_damsel_beasts_1	175	light		false	false	0	12758	false		wh_main_vo_culture_Bretonnian	wizard_beasts_cavalry	wizard_beasts_cavalry	0	true	emp_general_foot	wh_main_cam_mnt_brt_warhorse	true	false		60.0	240.0	false	vo_culture_None	true	wh_dlc03_vo_actor_Bretonnian_Damsel	0	true	false	3	false	false	
	-1	hero	1	false	wh_dlc07_brt_cha_damsel_beasts_2	1	0	330	wh_main_shp_transport	1	1	1	0	330			wh_dlc07_brt_cha_damsel_beasts_2	183	light		false	false	0	12762	false		wh_main_vo_culture_Bretonnian	wizard_beasts_cavalry	wizard_beasts_cavalry	0	true	emp_general_foot	wh_main_cam_mnt_brt_barded_warhorse	true	false		66.0	264.0	false	vo_culture_None	true	wh_dlc03_vo_actor_Bretonnian_Damsel	0	true	false	3	false	false	
	-1	hero	1	false	wh_dlc07_brt_cha_damsel_beasts_3	1	0	800	wh_main_shp_transport	1	1	1	0	800			wh_dlc07_brt_cha_damsel_beasts_3	300	light		false	false	0	12853	false		wh_main_vo_culture_Bretonnian	wizard_beasts_cavalry	wizard_beasts_cavalry	0	true	emp_general_foot	wh_dlc05_cam_mnt_wef_unicorn	true	false		200.0	600.0	false	vo_culture_None	true	wh_dlc03_vo_actor_Bretonnian_Damsel	0	true	false	3	false	false	
	-1	hero	1	false	wh_dlc07_brt_cha_damsel_life_0	1	0	200	wh_main_shp_transport	1	1	1	0	200			wh_dlc07_brt_cha_damsel_life_0	150	light		false	false	0	12771	false		wh_main_vo_culture_Bretonnian	wizard_life	wizard_life	0	true	emp_general_foot		true	false		40.0	160.0	false	vo_culture_None	true	wh_dlc03_vo_actor_Bretonnian_Damsel	0	true	false	3	false	false	
	-1	hero	1	false	wh_dlc07_brt_cha_damsel_life_1	1	0	300	wh_main_shp_transport	1	1	1	0	300			wh_dlc07_brt_cha_damsel_life_1	175	light		false	false	0	12778	false		wh_main_vo_culture_Bretonnian	wizard_life_cavalry	wizard_life_cavalry	0	true	emp_general_foot	wh_main_cam_mnt_brt_warhorse	true	false		60.0	240.0	false	vo_culture_None	true	wh_dlc03_vo_actor_Bretonnian_Damsel	0	true	false	3	false	false	
	-1	hero	1	false	wh_dlc07_brt_cha_damsel_life_2	1	0	330	wh_main_shp_transport	1	1	1	0	330			wh_dlc07_brt_cha_damsel_life_2	183	light		false	false	0	12782	false		wh_main_vo_culture_Bretonnian	wizard_life_cavalry	wizard_life_cavalry	0	true	emp_general_foot	wh_main_cam_mnt_brt_barded_warhorse	true	false		66.0	264.0	false	vo_culture_None	true	wh_dlc03_vo_actor_Bretonnian_Damsel	0	true	false	3	false	false	
	-1	hero	1	false	wh_dlc07_brt_cha_damsel_life_3	1	0	800	wh_main_shp_transport	1	1	1	0	800			wh_dlc07_brt_cha_damsel_life_3	300	light		false	false	0	12843	false		wh_main_vo_culture_Bretonnian	wizard_life_cavalry	wizard_life_cavalry	0	true	emp_general_foot	wh_dlc05_cam_mnt_wef_unicorn	true	false		200.0	600.0	false	vo_culture_None	true	wh_dlc03_vo_actor_Bretonnian_Damsel	0	true	false	3	false	false	
	-1	lord	1	false	wh_dlc07_brt_cha_fay_enchantress_0	1	0	560	wh_main_shp_transport	1	1	1	0	560			wh_dlc07_brt_cha_fay_enchantress_0	240	heavy		false	false	0	12084	false		wh_main_vo_culture_Bretonnian	lord_wizard_life	lord_wizard_life	0	true	bret_fay_enchantress		true	false		112.0	448.0	false	vo_culture_None	true	wh_dlc07_vo_actor_Bretonnian_Fay_Enchantress	0	true	false	0	false	false	
	-1	lord	1	false	wh_dlc07_brt_cha_fay_enchantress_1	1	0	1160	wh_main_shp_transport	1	1	1	0	1160			wh_dlc07_brt_cha_fay_enchantress_1	390	heavy		false	false	0	12091	false		wh_main_vo_culture_Bretonnian	lord_wizard_life	lord_wizard_life	0	true	bret_fay_enchantress	wh_dlc07_cam_mnt_brt_silvaron	true	false		290.0	870.0	false	vo_culture_None	true	wh_dlc07_vo_actor_Bretonnian_Fay_Enchantress	0	true	false	0	false	false	
